Season,Gender,Style Name,Unique ID,Target Volume,Target FOB $,Target Retail Price $,Style Update,Vertical,Color Update,Factory,UPPER Cost,Other Cost,BOTTOM Cost ,LABOR Cost,OVERHEAD Cost,Tooling Cost,Actual FOB $
SS23,Men,Cloud Minimal WP,MXX21960212,80000,54.6,220,CO - Carry Over,Performance Outdoor,CO - Carry Over,Factory 5,26.13,5.70,12.67,6.37,4.72,0.00,55.58
SS23,Men,Cloud Minimal WP,MXX21961632,75000,54.6,220,CO - Carry Over,Performance Outdoor,CO - Carry Over,Factory 5,25.87,19.82,11.99,7.15,4.68,0.00,69.51
SS23,Men,Cloud Minimal WP,MXX21961632,80000,54.6,220,CO - Carry Over,Performance Outdoor,CO - Carry Over,Factory 5,26.13,5.70,12.67,6.37,4.72,0.00,55.58
SS23,Men,Cloud Minimal WP,MXX21961634,75000,54.6,220,CO - Carry Over,Performance Outdoor,CO - Carry Over,Factory 5,25.87,19.82,11.99,7.15,4.68,0.00,69.51
SS23,Men,Cloud Minimal WP,MXX21961880,75000,54.6,220,CO - Carry Over,Performance Outdoor,NC - New Color,Factory 5,25.87,19.82,11.99,7.15,4.68,0.00,69.51
SS23,Men,Cloud Minimal WP,MXX21961880,80000,54.6,220,CO - Carry Over,Performance Outdoor,CO - Carry Over,Factory 5,26.13,5.70,12.67,6.37,4.72,0.00,55.58
SS23,Men,Cloud Minimal WP,MXX21962830,80000,54.6,220,CO - Carry Over,Performance Outdoor,NC - New Color,Factory 5,26.13,5.70,12.67,6.37,4.72,0.00,55.58
SS23,Men,Cloud Cool WP,MXX22040212,67500,44.85,180,CO - Carry Over,Performance Outdoor,CO - Carry Over,Factory 5,19.27,13.16,11.88,6.76,4.42,0.00,55.50
SS23,Men,Cloud Cool WP,MXX22040212,70000,44.85,180,CO - Carry Over,Performance Outdoor,CO - Carry Over,Factory 5,19.43,5.10,12.30,5.98,4.46,0.00,47.26
SS23,Men,Cloud Cool WP,MXX22041582,67500,44.85,180,CO - Carry Over,Performance Outdoor,NC - New Color,Factory 5,19.27,13.16,11.88,6.76,4.42,0.00,55.50
SS23,Men,Cloud Cool WP,MXX22041636,67500,44.85,180,CO - Carry Over,Performance Outdoor,NC - New Color,Factory 5,19.27,13.16,11.88,6.76,4.42,0.00,55.50
FW23,Men,Cloud Cool WP,MXX22041636,70000,44.85,180,CO - Carry Over,Performance Outdoor,CO - Carry Over,Factory 5,19.43,5.10,12.30,5.98,4.46,0.00,47.26
FW23,Men,Cloud Cool WP,MXX22041652,67500,44.85,180,CO - Carry Over,Performance Outdoor,CO - Carry Over,Factory 5,19.27,13.16,11.88,6.76,4.42,0.00,55.50
FW23,Men,Cloud Cool WP,MXX22041884,70000,44.85,180,CO - Carry Over,Performance Outdoor,NC - New Color,Factory 5,19.43,5.10,12.30,5.98,4.46,0.00,47.26
FW23,Men,Cloud Large,MXX22120140,55000,32.175,150,CO - Carry Over,Performance All Day,CO - Carry Over,Factory 4,10.37,5.81,8.83,3.99,4.58,0.00,33.57
FW23,Men,Cloud Large,MXX22120216,55000,32.175,150,CO - Carry Over,Performance All Day,CO - Carry Over,Factory 4,10.37,5.81,8.83,3.99,4.58,0.00,33.57
FW23,Men,Cloud Large,MXX22120496,55000,32.175,150,CO - Carry Over,Performance All Day,CO - Carry Over,Factory 4,10.37,5.81,8.83,3.99,4.58,0.00,33.57
FW23,Men,Cloud Large,MXX22120496,20000,32.175,150,CO - Carry Over,Performance All Day,CO - Carry Over,Factory 4,10.93,4.23,9.17,4.13,4.60,0.12,33.19
FW23,Men,Cloud Large,MXX22120598,55000,32.175,150,CO - Carry Over,Performance All Day,NC - New Color,Factory 4,10.37,5.81,8.83,3.99,4.58,0.00,33.57
FW23,Men,Cloud Large,MXX22120598,20000,32.175,150,CO - Carry Over,Performance All Day,CO - Carry Over,Factory 4,10.93,4.23,9.17,4.13,4.60,0.12,33.19
FW23,Men,Cloud Large,MXX22121682,55000,32.175,150,CO - Carry Over,Performance All Day,NC - New Color,Factory 4,10.37,5.81,8.83,3.99,4.58,0.00,33.57
FW23,Men,Cloud Large,MXX22122162,55000,32.175,150,CO - Carry Over,Performance All Day,NC - New Color,Factory 4,10.37,5.81,8.83,3.99,4.58,0.00,33.57
FW23,Men,Cloud Large,MXX22122346,55000,32.175,150,CO - Carry Over,Performance All Day,NC - New Color,Factory 4,10.37,5.81,8.83,3.99,4.58,0.00,33.57
FW23,Men,Cloud Large,MXX22122516,20000,32.175,150,CO - Carry Over,Performance All Day,NC - New Color,Factory 4,10.93,4.23,9.17,4.13,4.60,0.12,33.19
FW23,Men,Cloud Extra Cool,MXX22200528,70000,36.14,170,CO - Carry Over,Performance Outdoor,CO - Carry Over,Factory 5,13.19,8.62,10.06,5.59,4.29,0.00,41.76
FW23,Men,Cloud Extra Cool,MXX22200528,70000,36.14,170,CO - Carry Over,Performance Outdoor,CO - Carry Over,Factory 5,13.21,4.37,10.39,5.14,4.34,0.00,37.44
FW23,Men,Cloud Extra Cool,MXX22200528,70000,36.14,170,CO - Carry Over,Performance Outdoor,CO - Carry Over,Factory 5,13.21,4.37,10.39,5.14,4.34,0.00,37.44
FW23,Men,Cloud Extra Cool,MXX22202284,70000,36.14,170,CO - Carry Over,Performance Outdoor,NC - New Color,Factory 5,13.19,8.62,10.06,5.59,4.29,0.00,41.76
FW23,Men,Cloud Extra Cool,MXX22202284,70000,36.14,170,CO - Carry Over,Performance Outdoor,CO - Carry Over,Factory 2,13.78,2.03,9.95,13.91,0.00,0.12,39.78
FW23,Men,Cloud Extra Cool,MXX22202284,70000,36.14,170,CO - Carry Over,Performance Outdoor,CO - Carry Over,Factory 5,13.21,4.37,10.39,5.14,4.34,0.00,37.44
FW23,Men,Cloud Extra Cool,MXX22202286,70000,36.14,170,CO - Carry Over,Performance Outdoor,NC - New Color,Factory 5,13.19,8.62,10.06,5.59,4.29,0.00,41.76
FW23,Men,Cloud Extra Cool,MXX22202286,70000,36.14,170,CO - Carry Over,Performance Outdoor,CO - Carry Over,Factory 2,13.78,2.03,9.95,13.91,0.00,0.12,39.78
FW23,Men,Cloud Extra Cool,MXX22202286,70000,36.14,170,CO - Carry Over,Performance Outdoor,CO - Carry Over,Factory 5,13.21,4.37,10.39,5.14,4.34,0.00,37.44
FW23,Men,Cloud Extra Cool,MXX22202982,70000,36.14,170,CO - Carry Over,Performance Outdoor,NC - New Color,Factory 2,13.78,2.03,9.95,13.91,0.00,0.12,39.78
FW23,Men,Cloud Extra Cool,MXX22202982,70000,36.14,170,CO - Carry Over,Performance Outdoor,NC - New Color,Factory 5,13.21,4.37,10.39,5.14,4.34,0.00,37.44
FW23,Men,Cloud Large Mid,MXX22280212,25000,36.465,170,,Performance All Day,CO - Carry Over,Factory 4,9.37,4.37,8.50,6.71,4.58,0.80,34.32
FW23,Men,Cloud Large Mid,MXX22280212,5000,36.465,170,CO - Carry Over,Performance All Day,CO - Carry Over,Factory 4,9.76,4.46,9.06,6.67,4.61,0.36,34.92
FW23,Men,Cloud Large Mid,MXX22280216,25000,36.465,170,,Performance All Day,CO - Carry Over,Factory 4,9.37,4.37,8.50,6.71,4.58,0.80,34.32
FW23,Men,Cloud Large Mid,MXX22280496,25000,36.465,170,,Performance All Day,NC - New Color,Factory 4,9.37,4.37,8.50,6.71,4.58,0.80,34.32
FW23,Men,Cloud Large Mid,MXX22280496,5000,36.465,170,CO - Carry Over,Performance All Day,CO - Carry Over,Factory 4,9.76,4.46,9.06,6.67,4.61,0.36,34.92
FW23,Men,Cloud Large Mid,MXX22282904,5000,36.465,170,CO - Carry Over,Performance All Day,NC - New Color,Factory 4,9.76,4.46,9.06,6.67,4.61,0.36,34.92
FW23,Men,Cloudiota,MXX22540456,30000,32.175,190,CO - Carry Over,Performance All Day,CO - Carry Over,Factory 4,9.16,5.81,8.89,3.99,4.58,0.00,32.43
FW23,Men,Cloudiota,MXX22540456,15000,32.175,190,CO - Carry Over,Performance All Day,CO - Carry Over,Factory 4,12.22,4.29,10.17,4.25,4.64,0.15,35.72
FW23,Men,Cloudiota,MXX22541258,30000,32.175,190,CO - Carry Over,Performance All Day,CO - Carry Over,Factory 4,9.16,5.81,8.89,3.99,4.58,0.00,32.43
FW23,Men,Cloudiota,MXX22541684,30000,32.175,190,CO - Carry Over,Performance All Day,CO - Carry Over,Factory 4,9.16,5.81,8.89,3.99,4.58,0.00,32.43
FW23,Men,Cloudiota,MXX22542174,30000,32.175,190,CO - Carry Over,Performance All Day,NC - New Color,Factory 4,9.16,5.81,8.89,3.99,4.58,0.00,32.43
FW23,Men,Cloudiota,MXX22542174,15000,32.175,190,CO - Carry Over,Performance All Day,CO - Carry Over,Factory 4,12.22,4.29,10.17,4.25,4.64,0.15,35.72
FW23,Men,Cloudiota,MXX22542372,30000,32.175,190,CO - Carry Over,Performance All Day,NC - New Color,Factory 4,9.16,5.81,8.89,3.99,4.58,0.00,32.43
FW23,Men,Cloudabout,MXX22941366,30000,30.03,140,CO - Carry Over,Performance All Day,NC - New Color,Factory 4,9.98,4.24,9.36,5.43,4.61,0.22,33.84
FW23,Men,Cloudabout,MXX22942178,25000,31.2,140,NU - New Upper,Performance All Day,NC - New Color,Factory 4,9.94,4.15,8.53,5.85,4.58,0.19,33.24
FW23,Men,Cloudabout,MXX22942178,30000,30.03,140,CO - Carry Over,Performance All Day,CO - Carry Over,Factory 4,9.98,4.24,9.36,5.43,4.61,0.22,33.84
FW23,Men,Cloudabout,MXX22942180,30000,30.03,140,CO - Carry Over,Performance All Day,NC - New Color,Factory 4,9.98,4.24,9.36,5.43,4.61,0.22,33.84
FW23,Men,Cloudabout,MXX22942184,25000,31.2,140,NU - New Upper,Performance All Day,NC - New Color,Factory 4,9.94,4.15,8.53,5.85,4.58,0.19,33.24
FW23,Men,Cloud Mega,MXX23020160,55000,30.03,140,CO - Carry Over,Performance All Day,CO - Carry Over,Factory 4,13.06,5.38,7.75,6.31,4.58,0.98,38.04
FW23,Men,Cloud Mega,MXX23020160,38000,30.03,140,CO - Carry Over,Performance All Day,CO - Carry Over,Factory 4,10.95,4.12,7.68,6.50,4.64,0.00,33.90
FW23,Men,Cloud Mega,MXX23021692,55000,30.03,140,CO - Carry Over,Performance All Day,CO - Carry Over,Factory 4,13.06,5.38,7.75,6.31,4.58,0.98,38.04
FW23,Men,Cloud Mega,MXX23021692,38000,30.03,140,CO - Carry Over,Performance All Day,CO - Carry Over,Factory 4,10.95,4.12,7.68,6.50,4.64,0.00,33.90
FW23,Men,Cloud Mega,MXX23022040,38000,30.03,140,CO - Carry Over,Performance All Day,CO - Carry Over,Factory 4,10.95,4.12,7.68,6.50,4.64,0.00,33.90
FW23,Men,Cloud Mega,MXX23022042,55000,30.03,140,CO - Carry Over,Performance All Day,NC - New Color,Factory 4,13.06,5.38,7.75,6.31,4.58,0.98,38.04
FW23,Men,Cloud Mega,MXX23022042,38000,30.03,140,CO - Carry Over,Performance All Day,CO - Carry Over,Factory 4,10.95,4.12,7.68,6.50,4.64,0.00,33.90
FW23,Men,Cloud Mega,MXX23022220,55000,30.03,140,CO - Carry Over,Performance All Day,NC - New Color,Factory 4,13.06,5.38,7.75,6.31,4.58,0.98,38.04
FW23,Men,Cloud Mega,MXX23022814,38000,30.03,140,CO - Carry Over,Performance All Day,NC - New Color,Factory 4,10.95,4.12,7.68,6.50,4.64,0.00,33.90
FW23,Men,Cloud Mega,MXX23023048,38000,30.03,140,CO - Carry Over,Performance All Day,NC - New Color,Factory 4,10.95,4.12,7.68,6.50,4.64,0.00,33.90
FW23,Men,Cloud Super,MXX23760234,105000,31.499,150,CO - Carry Over,Performance Outdoor,CO - Carry Over,Factory 5,10.67,11.60,9.87,4.68,3.64,0.00,40.47
FW23,Men,Cloud Super,MXX23760598,40000,31.499,150,CO - Carry Over,Performance Outdoor,NC - New Color,Factory 5,10.65,4.15,10.65,3.77,3.73,0.00,32.95
FW23,Men,Cloud Super,MXX23761652,105000,31.499,150,CO - Carry Over,Performance Outdoor,CO - Carry Over,Factory 5,10.67,11.60,9.87,4.68,3.64,0.00,40.47
FW23,Men,Cloud Super,MXX23761898,105000,31.499,150,CO - Carry Over,Performance Outdoor,NC - New Color,Factory 5,10.67,11.60,9.87,4.68,3.64,0.00,40.47
FW23,Men,Cloud Super,MXX23761898,40000,31.499,150,CO - Carry Over,Performance Outdoor,CO - Carry Over,Factory 5,10.65,4.15,10.65,3.77,3.73,0.00,32.95
FW23,Men,Cloud Super,MXX23762290,105000,31.499,150,CO - Carry Over,Performance Outdoor,NC - New Color,Factory 5,10.67,11.60,9.87,4.68,3.64,0.00,40.47
FW23,Men,Cloud Super,MXX23762290,40000,31.499,150,CO - Carry Over,Performance Outdoor,CO - Carry Over,Factory 5,10.65,4.15,10.65,3.77,3.73,0.00,32.95
FW23,Men,Cloud Super,MXX23762430,105000,31.499,150,CO - Carry Over,Performance All Day,NC - New Color,Factory 5,10.67,11.60,9.87,4.68,3.64,0.00,40.47
FW23,Men,Cloud Super,MXX23762542,40000,31.499,150,CO - Carry Over,Performance Outdoor,NC - New Color,Factory 5,10.65,4.15,10.65,3.77,3.73,0.00,32.95
FW23,Men,Cloud Super,MXX23762882,40000,31.499,150,CO - Carry Over,Performance All Day,NC - New Color,Factory 5,10.65,4.15,10.65,3.77,3.73,0.00,32.95
FW23,Men,Cloudspeed,MXX23820160,30000,44.2,190,CO - Carry Over,Performance Outdoor,CO - Carry Over,Factory 3,17.54,8.33,13.95,5.85,3.90,0.00,49.57
FW23,Men,Cloudspeed,MXX23820160,30000,44.2,190,CO - Carry Over,Performance Outdoor,CO - Carry Over,Factory 3,17.50,5.68,14.65,5.24,3.93,0.00,47.00
FW23,Men,Cloudspeed,MXX23821446,30000,44.2,190,CO - Carry Over,Performance Outdoor,CO - Carry Over,Factory 3,17.54,8.33,13.95,5.85,3.90,0.00,49.57
FW23,Men,Cloudspeed,MXX23821446,30000,44.2,190,CO - Carry Over,Performance Outdoor,CO - Carry Over,Factory 3,17.50,5.68,14.65,5.24,3.93,0.00,47.00
FW23,Men,Cloudspeed,MXX23822854,30000,44.2,190,CO - Carry Over,Performance Outdoor,NC - New Color,Factory 3,17.50,5.68,14.65,5.24,3.93,0.00,47.00
FW23,Men,Superclouds WP,MXX23981106,42500,43.732,170,CO - Carry Over,Performance Outdoor,CO - Carry Over,Factory 5,16.69,9.37,9.82,5.98,4.29,0.00,46.15
FW23,Men,Superclouds WP,MXX23981666,42500,43.732,170,CO - Carry Over,Performance Outdoor,CO - Carry Over,Factory 5,16.69,9.37,9.82,5.98,4.29,0.00,46.15
FW23,Men,Superclouds WP,MXX23981914,42500,43.732,170,CO - Carry Over,Performance Outdoor,NC - New Color,Factory 5,16.69,9.37,9.82,5.98,4.29,0.00,46.15
FW23,Men,Cloud Extra,MXX24160598,75000,31.499,150,CO - Carry Over,Performance All Day,NC - New Color,Factory 4,8.82,3.85,8.89,5.54,4.58,0.63,32.31
FW23,Men,Cloud Extra,MXX24160598,60000,31.499,150,CO - Carry Over,Performance All Day,CO - Carry Over,Factory 4,8.88,3.58,9.10,5.67,4.61,0.14,31.99
FW23,Men,Cloud Extra,MXX24161730,60000,31.499,150,CO - Carry Over,Performance All Day,NC - New Color,Factory 4,8.88,3.58,9.10,5.67,4.61,0.14,31.99
FW23,Men,Cloud Extra,MXX24162226,75000,31.499,150,CO - Carry Over,Performance All Day,NC - New Color,Factory 4,8.82,3.85,8.89,5.54,4.58,0.63,32.31
FW23,Men,Cloud Extra,MXX24162292,75000,31.499,150,CO - Carry Over,Performance All Day,NC - New Color,Factory 4,8.82,3.85,8.89,5.54,4.58,0.63,32.31
FW23,Men,Cloud Extra,MXX24162294,75000,31.499,150,CO - Carry Over,Performance All Day,NC - New Color,Factory 4,8.82,3.85,8.89,5.54,4.58,0.63,32.31
FW23,Men,Cloud Extra,MXX24162820,60000,31.499,150,CO - Carry Over,Performance All Day,NC - New Color,Factory 4,8.88,3.58,9.10,5.67,4.61,0.14,31.99
FW23,Men,Cloudloud,MXX24240212,200000,34.32,160,CO - Carry Over,Performance All Day,CO - Carry Over,Factory 2,10.02,2.51,9.04,6.71,7.41,0.19,35.88
FW23,Men,Cloudloud,MXX24240212,200000,34.32,160,CO - Carry Over,Performance All Day,CO - Carry Over,Factory 4,10.87,4.12,8.89,5.92,4.61,0.00,34.40
FW23,Men,Cloudloud,MXX24240248,200000,34.32,160,CO - Carry Over,Performance All Day,CO - Carry Over,Factory 2,10.02,2.51,9.04,6.71,7.41,0.19,35.88
FW23,Men,Cloudloud,MXX24240248,200000,34.32,160,CO - Carry Over,Performance All Day,CO - Carry Over,Factory 4,10.87,4.12,8.89,5.92,4.61,0.00,34.40
FW23,Men,Cloudloud,MXX24241322,250000,34.32,160,CO - Carry Over,Performance All Day,CO - Carry Over,Factory 4,10.69,3.14,8.93,5.81,4.58,0.00,33.15
FW23,Men,Cloudloud,MXX24241322,250000,34.32,160,CO - Carry Over,Performance All Day,CO - Carry Over,Factory 2,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FW23,Men,Cloudloud,MXX24241322,200000,34.32,160,CO - Carry Over,Performance All Day,CO - Carry Over,Factory 2,10.02,2.51,9.04,6.71,7.41,0.19,35.88
FW23,Men,Cloudloud,MXX24241322,200000,34.32,160,CO - Carry Over,Performance All Day,CO - Carry Over,Factory 4,10.87,4.12,8.89,5.92,4.61,0.00,34.40
FW23,Men,Cloudloud,MXX24241332,200000,34.32,160,CO - Carry Over,Performance All Day,NC - New Color,Factory 2,10.02,2.51,9.04,6.71,7.41,0.19,35.88
FW23,Men,Cloudloud,MXX24241332,200000,34.32,160,CO - Carry Over,Performance All Day,NC - New Color,Factory 4,10.87,4.12,8.89,5.92,4.61,0.00,34.40
FW23,Men,Cloudloud,MXX24241964,200000,34.32,160,CO - Carry Over,Performance All Day,CO - Carry Over,Factory 2,10.02,2.51,9.04,6.71,7.41,0.19,35.88
FW23,Men,Cloudloud,MXX24241964,200000,34.32,160,CO - Carry Over,Performance All Day,CO - Carry Over,Factory 4,10.87,4.12,8.89,5.92,4.61,0.00,34.40
FW23,Men,Cloudloud,MXX24242086,250000,34.32,160,CO - Carry Over,Performance All Day,CO - Carry Over,Factory 4,10.69,3.14,8.93,5.81,4.58,0.00,33.15
FW23,Men,Cloudloud,MXX24242086,250000,34.32,160,CO - Carry Over,Performance All Day,CO - Carry Over,Factory 2,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FW23,Men,Cloudloud,MXX24242202,250000,34.32,160,CO - Carry Over,Performance All Day,NC - New Color,Factory 4,10.69,3.14,8.93,5.81,4.58,0.00,33.15
FW23,Men,Cloudloud,MXX24242202,250000,34.32,160,CO - Carry Over,Performance All Day,NC - New Color,Factory 2,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FW23,Men,Cloudloud,MXX24242202,200000,34.32,160,CO - Carry Over,Performance All Day,CO - Carry Over,Factory 2,10.02,2.51,9.04,6.71,7.41,0.19,35.88
FW23,Men,Cloudloud,MXX24242202,200000,34.32,160,CO - Carry Over,Performance All Day,CO - Carry Over,Factory 4,10.87,4.12,8.89,5.92,4.61,0.00,34.40
FW23,Men,Cloudloud,MXX24242204,250000,34.32,160,CO - Carry Over,Performance All Day,NC - New Color,Factory 4,10.69,3.14,8.93,5.81,4.58,0.00,33.15
FW23,Men,Cloudloud,MXX24242204,250000,34.32,160,CO - Carry Over,Performance All Day,NC - New Color,Factory 2,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FW23,Men,Cloudloud,MXX24242204,200000,34.32,160,CO - Carry Over,Performance All Day,CO - Carry Over,Factory 2,10.02,2.51,9.04,6.71,7.41,0.19,35.88
FW23,Men,Cloudloud,MXX24242204,200000,34.32,160,CO - Carry Over,Performance All Day,CO - Carry Over,Factory 4,10.87,4.12,8.89,5.92,4.61,0.00,34.40
FW23,Men,Cloudloud,MXX24243050,200000,34.32,160,CO - Carry Over,Performance All Day,NC - New Color,Factory 2,10.02,2.51,9.04,6.71,7.41,0.19,35.88
FW23,Men,Cloudloud,MXX24243050,200000,34.32,160,CO - Carry Over,Performance All Day,NC - New Color,Factory 4,10.87,4.12,8.89,5.92,4.61,0.00,34.40
FW23,Men,Cloudloud,MXX24243486,250000,34.32,160,CO - Carry Over,Performance All Day,NC - New Color,Factory 4,10.69,3.14,8.93,5.81,4.58,0.00,33.15
FW23,Men,Cloudloud,MXX24243486,250000,34.32,160,CO - Carry Over,Performance All Day,NC - New Color,Factory 2,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FW23,Men,Cloudloud,MXX24243486,200000,34.32,160,CO - Carry Over,Performance All Day,CO - Carry Over,Factory 2,10.02,2.51,9.04,6.71,7.41,0.19,35.88
FW23,Men,Cloudloud,MXX24243486,200000,34.32,160,CO - Carry Over,Performance All Day,CO - Carry Over,Factory 4,10.87,4.12,8.89,5.92,4.61,0.00,34.40
FW23,Men,Cloudloud Sova,MXX24362210,20000,34.32,160,NM - New Material,Performance All Day,NC - New Color,Factory 4,8.37,6.70,9.18,5.81,4.58,0.04,34.68
FW23,Men,Cloudloud Sova,MXX24362210,15000,34.32,160,CO - Carry Over,Performance All Day,CO - Carry Over,Factory 4,8.33,6.87,9.11,5.91,4.61,0.03,34.85
FW23,Men,Cloudloud Sova,MXX24362212,20000,34.32,160,NM - New Material,Performance All Day,NC - New Color,Factory 4,8.37,6.70,9.18,5.81,4.58,0.04,34.68
FW23,Men,Cloudloud Sova,MXX24362212,15000,34.32,160,CO - Carry Over,Performance All Day,CO - Carry Over,Factory 4,8.33,6.87,9.11,5.91,4.61,0.03,34.85
FW23,Men,Cloudloud Sova,MXX24363052,15000,34.32,160,CO - Carry Over,Performance All Day,NC - New Color,Factory 4,8.33,6.87,9.11,5.91,4.61,0.03,34.85
FW23,Men,Cloudtree,MXX24700160,75000,27.3,130,CO - Carry Over,Performance All Day,CO - Carry Over,Factory 1,5.78,6.32,7.98,5.79,4.72,0.04,30.63
FW23,Men,Cloudtree,MXX24700160,56000,27.3,130,CO - Carry Over,Performance All Day,CO - Carry Over,Factory 1,5.31,4.40,8.40,5.22,4.38,0.04,27.76
FW23,Men,Cloudtree,MXX24701376,56000,27.3,130,CO - Carry Over,Performance All Day,NC - New Color,Factory 1,5.31,4.40,8.40,5.22,4.38,0.04,27.76
FW23,Men,Cloudtree,MXX24702178,75000,27.3,130,CO - Carry Over,Performance All Day,NC - New Color,Factory 1,5.78,6.32,7.98,5.79,4.72,0.04,30.63
FW23,Men,Cloudtree,MXX24702250,75000,27.3,130,CO - Carry Over,Performance All Day,NC - New Color,Factory 1,5.78,6.32,7.98,5.79,4.72,0.04,30.63
FW23,Men,Cloudtree,MXX24702714,56000,27.3,130,CO - Carry Over,Performance All Day,NC - New Color,Factory 1,5.31,4.40,8.40,5.22,4.38,0.04,27.76
FW23,Men,Cloudtree,MXX24703484,75000,27.3,130,CO - Carry Over,Performance All Day,CO - Carry Over,Factory 1,5.78,6.32,7.98,5.79,4.72,0.04,30.63
FW23,Men,Cloudtree,MXX24703484,56000,27.3,130,CO - Carry Over,Performance All Day,CO - Carry Over,Factory 1,5.31,4.40,8.40,5.22,4.38,0.04,27.76
FW23,Men,Cloudloud Fix,MXX24781332,40000,32.175,150,CO - Carry Over,Performance All Day,CO - Carry Over,Factory 4,7.51,7.06,9.51,5.79,4.58,0.09,34.52
FW23,Men,Cloudloud Fix,MXX24781370,40000,32.175,150,CO - Carry Over,Performance All Day,NC - New Color,Factory 4,7.51,7.06,9.51,5.79,4.58,0.09,34.52
FW23,Men,Cloudloud Fix,MXX24781680,40000,32.175,150,CO - Carry Over,Performance All Day,NC - New Color,Factory 4,7.51,7.06,9.51,5.79,4.58,0.09,34.52
FW23,Men,Cloudloud Fix,MXX24781680,67000,32.175,150,CO - Carry Over,Performance All Day,CO - Carry Over,Factory 4,7.36,4.08,9.38,5.88,4.60,0.13,31.43
FW23,Men,Cloudloud Fix,MXX24781704,40000,32.175,150,CO - Carry Over,Performance All Day,CO - Carry Over,Factory 4,7.51,7.06,9.51,5.79,4.58,0.09,34.52
FW23,Men,Cloudloud Fix,MXX24781704,67000,32.175,150,CO - Carry Over,Performance All Day,CO - Carry Over,Factory 4,7.36,4.08,9.38,5.88,4.60,0.13,31.43
FW23,Men,Cloudloud Fix,MXX24782198,67000,32.175,150,CO - Carry Over,Performance All Day,NC - New Color,Factory 4,7.36,4.08,9.38,5.88,4.60,0.13,31.43
FW23,Men,Cloudloud Fix,MXX24782506,40000,32.175,150,CO - Carry Over,Performance All Day,NC - New Color,Factory 4,7.51,7.06,9.51,5.79,4.58,0.09,34.52
FW23,Men,Cloudloud Fix,MXX24783456,67000,32.175,150,CO - Carry Over,Performance All Day,NC - New Color,Factory 4,7.36,4.08,9.38,5.88,4.60,0.13,31.43
FW23,Men,Cloudwalkabout Speed,MXX24962238,50000,34.32,160,CO - Carry Over,Performance All Day,NC - New Color,Factory 4,12.51,3.99,7.47,5.59,4.58,0.02,34.16
FW23,Men,Cloudwalkabout Speed,MXX24962240,50000,34.32,160,CO - Carry Over,Performance All Day,NC - New Color,Factory 4,12.51,3.99,7.47,5.59,4.58,0.02,34.16
FW23,Men,Cloudwalkabout Speed,MXX24963484,50000,34.32,160,CO - Carry Over,Performance All Day,NC - New Color,Factory 4,12.51,3.99,7.47,5.59,4.58,0.02,34.16
FW23,Men,Cloud Roadster,MXX60140212,20000,42.9,190,NU - New Upper,Performance All Day,NC - New Color,Factory 5,18.46,5.18,10.47,4.68,4.64,0.00,43.43
FW23,Men,Cloud Roadster,MXX60140614,20000,42.9,190,NU - New Upper,Performance All Day,NC - New Color,Factory 5,18.46,5.18,10.47,4.68,4.64,0.00,43.43
FW23,Men,Cloud Roadster,MXX60143030,20000,42.9,190,NU - New Upper,Performance All Day,NC - New Color,Factory 5,18.46,5.18,10.47,4.68,4.64,0.00,43.43
FW23,Men,Cloudstuff,MXX60180074,75000,37.7,180,TN - Totally New,Performance Running,NC - New Color,Factory 3,16.86,4.33,10.10,3.51,3.51,0.00,38.31
FW23,Men,Cloudstuff,MXX60180074,75000,37.7,180,TN - Totally New,Performance Running,NC - New Color,Factory 5,16.52,4.30,9.84,3.51,3.51,0.00,37.68
FW23,Men,Cloudstuff,MXX60180496,75000,37.7,180,TN - Totally New,Performance Running,NC - New Color,Factory 3,16.86,4.33,10.10,3.51,3.51,0.00,38.31
FW23,Men,Cloudstuff,MXX60180496,75000,37.7,180,TN - Totally New,Performance Running,NC - New Color,Factory 5,16.52,4.30,9.84,3.51,3.51,0.00,37.68
FW23,Men,Cloudstuff,MXX60181828,75000,37.7,180,TN - Totally New,Performance Running,NC - New Color,Factory 3,16.86,4.33,10.10,3.51,3.51,0.00,38.31
FW23,Men,Cloudstuff,MXX60181828,75000,37.7,180,TN - Totally New,Performance Running,NC - New Color,Factory 5,16.52,4.30,9.84,3.51,3.51,0.00,37.68
FW23,Men,Cloudstuff,MXX60182394,75000,37.7,180,TN - Totally New,Performance Running,NC - New Color,Factory 3,16.86,4.33,10.10,3.51,3.51,0.00,38.31
FW23,Men,Cloudstuff,MXX60182394,75000,37.7,180,TN - Totally New,Performance Running,NC - New Color,Factory 5,16.52,4.30,9.84,3.51,3.51,0.00,37.68
FW23,Men,Cloudstuff,MXX60182462,75000,37.7,180,TN - Totally New,Performance Running,NC - New Color,Factory 3,16.86,4.33,10.10,3.51,3.51,0.00,38.31
FW23,Men,Cloudstuff,MXX60182462,75000,37.7,180,TN - Totally New,Performance Running,NC - New Color,Factory 5,16.52,4.30,9.84,3.51,3.51,0.00,37.68
FW23,Men,Cloudarmy 2,MXX60200496,200000,35.1,160,TN - Totally New,Performance Running,NC - New Color,Factory 1,14.36,5.54,10.88,5.94,4.16,0.00,40.88
